wiki_content,wiki_title
"
",Naval Surface Warfare Center Port Hueneme
"Blitar Station is a railway station in Kepanjenkidul, Kepanjenkidul, Blitar, East Java, Indonesia. It was opened in 1882 by the Dutch East Indies government, making it one of the oldest railway stations in East Java.[1][2]  There  is a locomotive depot (still used) and a former turntable at this station.[2]",Blitar railway station
"The railway services that stopped at this station:
",Blitar railway station
,Blitar railway station
"Alpena High School is a public high school for students in grades 9-12 located in the city of Alpena, Michigan. For the 2005-06 school year Alpena High School reported an enrollment of 1,600 students.  The current school building opened in 1967. There was an addition in 1998-99 where a new wing (""G House"") was added, among other renovations. Alpena High is the only high school serving the Alpena Public Schools district.[2][3][4][5]",Alpena High School (Michigan)
"The ""Wildcats"" compete in the Big North Conference with Cadillac, Gaylord, Petoskey, Traverse City Central, Traverse City West and Ogemaw Heights just joining the conference in 2011-12 school year. Swimming is an exception, and the Wildcats are part of the Independent Swim Conference. School colors are forest green and white. Having an enrollment of 1,600 places AHS within the Michigan High School Athletic Association's highest school classification, Class A.  Alpena Wildcats hockey has won three state championships (1981, 1987, and 1993).[6]",Alpena High School (Michigan)
"Alpena High had its own daily TV news program, ""AHS News"" or ""WAHS,"" until the end of the 06-07 school year. AHS News was filmed during broadcasting class in the mornings. Prior the 2006-07 school year, it was filmed at WBKB-TV, the only local TV station. In 2010, the regionally recognized Alpena Knowledge Bowl team achieved its second consecutive championship in a row, keeping the ""Knowledge Bowl"" at AHS.  
Community Service is one of the many extracurricular activities that helps benefit the community. This emphasis was further reflected by the building class once hosted at Alpena High School in which students helped build houses in the community during normal instructional time.
",Alpena High School (Michigan)
,Alpena High School (Michigan)
"Renna may refer to:
",Renna
"The Gold Museum of Peru and Weapons of the World is a Peruvian museum, located in Lima.
",Gold Museum of Peru and Arms of the World
"In the 1960s, Miguel Mujica Gallo used his private collection, gathered throughout his life, to open the ""Gold Museum of Peru and Weapons of the World"", located in the district of Santiago de Surco. It is in a two-story building made of reinforced concrete and accessed through a vault-style entrance.
",Gold Museum of Peru and Arms of the World
"The museum was donated to the state of Perú by Gallo and is now administered by Foundation Miguel Mujica Gallo, which is currently directed by Victoria Mujica Diez Canseco.[1]",Gold Museum of Peru and Arms of the World
"Gallo's acquisition of more than seven thousand artifacts was inspired by an admiration for Peruvian history. He desired to leave a legacy to this country as homage to the Peruvian pre-Columbian cultures in its various manifestations, containing materials such as precious metals like gold, silver and some of platinum, multiple textiles, ceramics, mummies and other valuable objects.
",Gold Museum of Peru and Arms of the World
"The collection demonstrates what the Spanish found when they came to South America, resulting in fighting between the ancient Peruvians and the Spanish. The collection is valued at over $10 million. The works were found mostly in the Republican era and acquired at the time by They demonstrated advances in metallurgy, customs, beliefs and life.
",Gold Museum of Peru and Arms of the World
"Gold and silver are ubiquitous in the complex religious and magical symbolism of Peruvian cultures. For pre-Inca civilizations, these metals represented the sun-moon, day-night, male-female duality. In the Inca Empire, the sun god or Inti represented sovereignty on the divine plane and Mama Killa (""mother moon""), the moon goddess, was Inti's wife, mother of the sky. The Temple of the Sun is an order of priestesses.
",Gold Museum of Peru and Arms of the World
"The forms that these metals acquired indicated the seniority and power of those who used them and their importance for burials. The ancient Peruvians developed techniques unknown to Europeans at the time, such as adding color to other metal surfaces with gold or silver plating.
",Gold Museum of Peru and Arms of the World
"Four pre-Incan cultures stood out at the highest level of goldsmithy. They are Vicus, Moche, Sican and Chimu that developed on the northern coast of Peru. The Inca Empire was richer in possession of metal objects in gold and silver and the quality and finesse of its finished than its predecessors.
",Gold Museum of Peru and Arms of the World
"Victoria Mujica, referring to historical documents found in the Archive of the Indies, cites one that says:
",Gold Museum of Peru and Arms of the World
"In the magnificent temple of Koricancha (Cusco) was a solid gold disc the size of a wagon wheel representing the sun god, golden idols-size human figure with gold and silver llamas also life-size and many of the same metal plates covering the walls of the temple.",Gold Museum of Peru and Arms of the World
"Gallo also collected weapons from around the world. The oldest dated from the 13th century.
",Gold Museum of Peru and Arms of the World
"Twenty thousand weapons of all times and countries are exhibited in the museum. This collection is one of the world's foremost, for its quantity, quality, superb condition and the famous original holders.
",Gold Museum of Peru and Arms of the World
"The collection also includes military uniforms, saddles, armor, spurs and other objects that define the early through time and characters of history for more than three thousand and three hundred years.
",Gold Museum of Peru and Arms of the World
"In the early 2000s, accusations arose that a vast majority of gold pieces in the museum were false.[2] The BBC reported that ""The Consumer Defense Institute has examined 4,257 artifacts from the Peruvian Museum of Gold and concluded they were 'false without a shadow of a doubt'.[3]",Gold Museum of Peru and Arms of the World
"Coordinates: 12°06′28″S 76°57′59″W﻿ / ﻿12.10778°S 76.96639°W﻿ / -12.10778; -76.96639
",Gold Museum of Peru and Arms of the World
"Kim Levin is an American art critic and writer. Levin was a regular contributor to The Village Voice from 1982 to 2006. Since 2007 she has been contributing regularly to ArtNews.
",Kim Levin
"Levin worked as a correspondent to Opus International from 1973-1977. From 1980-1994, she was a correspondent at Flash Art. She also worked as a contributing editor for Arts Magazine from 1973-1992. Levin has also contributed to the publications; Parkett, Artstudio, Sculpture and VOIR, among others. Her essays are also in books and exhibition catalogues. Kim Levin received a B.A. from Vassar College and an M.A. in Egyptian Archaeology from Columbia University, Department of Art History and Architecture. She continued PhD course work at the New York University Institute of Fine Arts.
",Kim Levin
"Levin has lectured in the U.S. and internationally at: the Guggenheim Museum,  The New School for Social Research, Barnard College, Brown University, the São Paulo Art Biennial, the Whitney Museum of American Art, the Museum of Contemporary Art, Chicago, the California Institute of the Arts, the Cincinnati Center of Contemporary Art, and other institutions.[1]
Levin was Treasurer of AICA-USA (Association international des critiques d’art) from 1982-1984, Vice President from 1984-1990, and President from 1990-1992. She became Vice President of AICA International in 1991 and was elected President in 1996 for two terms, ending in 2002.[2][3]",Kim Levin
"In 2002, an installation of Levin’s preliminary notes written on press releases and gallery announcements, appeared in the solo exhibition “Notes and Itineraries,” at Delta Axis, Memphis, curated and installed by the artist John Salvest. The show was re-conceived at Ronald Feldman Fine Arts, New York (2006), and then traveled internationally to Haas & Meyer, Zurich (2006), The Ludwig Museum, Budapest (2007), KIASMA, Helsinki (2008) and was included in the group show “Retracing Exhibitions” curated by Kari Conte and Florence Ostendat at the Royal College of Art, London (2009).[4][5]",Kim Levin
"Kim Levin has contributed to the following publications:
",Kim Levin
"
",Miranella
"Miranella is an extinct genus from a well-known class of fossil marine arthropods, the trilobites. It lived during the early part of the Botomian stage,[1] which lasted from approximately 524 to 518.5 million years ago. This faunal stage was part of the Cambrian Period.
",Miranella
,Miranella
"Alvin Vergara Patrimonio (born November 17, 1966) is a Filipino retired professional basketball player from the Philippine Basketball Association and is the current team manager for the Purefoods Star Hotshots.
",Alvin Patrimonio
"Patrimonio holds several PBA records including most consecutive games played (596); third most points scored in history (15,091); fourth most rebounds grabbed in history (more than 6,000) and second-most PBA Most Valuable Player awards (4, tied with Ramon Fernandez). He is also the second player after Bogs Adornado to win back-to-back MVP awards in 1993 and 1994, and also the second player to win three Best Player of the Conference award after Vergel Meneses. He also shares the distinction of having played the most Asian Games (4) with 1990 PBA MVP Allan Caidic.[1]",Alvin Patrimonio
"He played his entire career with the Purefoods franchise and won five championships, mostly in the All-Filipino Conference championships with three.
",Alvin Patrimonio
"He also was a part of the 1998 Philippine Centennial Team.
",Alvin Patrimonio
"Patrimonio, looking for an opportunity to play basketball, transferred to the Intramuros-based Mapúa Institute of Technology. There, he pursued a degree in Civil Engineering and saw action for the Mapúa Cardinals in the NCAA playing as the team's center from 1983 to 1986. He won the NCAA Most Valuable Player award back-to-back in 1985 and 1986 despite not leading the school to a championship.
",Alvin Patrimonio
"Patrimonio first played for YCO Shine Masters in the Philippine Basketball League, now the PBA D-League). He moved to RFM-Swifts when the Elizalde ballclub disbanded after winning two championships in three conferences from 1986-87. Patrimonio had a two-conference stint with the Swift Hotdogs and won a title before joining the PBA in the middle of the 1988 season.
",Alvin Patrimonio
"Patrimonio has seen action for the Philippine national team many times in his playing career. Together with Allan Caidic, he shares the record of seeing action for the Asian Games four consecutive times in 1986, 1990, 1994 and 1998.
",Alvin Patrimonio
"In the 1986 Asian Games, he was part of the all-amateur Philippine national team that was coached by Joe Lipa. The national team won the bronze medal after beating Jordan, 83-81. It finished third behind China and South Korea.
",Alvin Patrimonio
"In the 1990 Asian Games,he was part of an all-PBA Philippine national team that was coached by Robert Jaworski. It was the first time that professional basketball players competed in the said event. It won the silver medal. It finished second after losing the Gold Medal Game to eventual champion China, 90-74.
",Alvin Patrimonio
"In the 1994 Asian Games, he was part of the San Miguel Beer team that was sent to represent the Philippines compete in the Men's Basketball tournament. The team was coached by Norman Black. The national team lost the Bronze Medal Game to Japan, 79-76.
",Alvin Patrimonio
"In the 1998 Asian Games, he was part of an all-PBA Philippine national team also known as the Philippine Centennial Team. The team was coached by Tim Cone. It won the bronze medal after beating Kazakhstan, 73-68. The same team also won the 1998 William Jones Cup after beating Chinese Taipei in the championship game, 82-72.
",Alvin Patrimonio
"In 2000, he was part of the all-PBA All-Stars Select Team that represented the Philippines in the FIBA Asia All-Star Extravaganza. The said team was coached by Tim Cone.
",Alvin Patrimonio
"Patrimonio entered the PBA in 1988 alongside the Rookie of the Year Jojo Lastimosa, many-time Mythical Team and Best Defensive Team member Jerry Codiñera and perennial Best Defensive Team member Glenn Capacio.
",Alvin Patrimonio
"He was the subject of a controversy between Swift, his PABL team, and Purefoods, the team who drafted him. Both happen to be corporate rivals. There was a dispute between the two franchises which delayed his entry to the PBA. This ruined his chances of winning the Rookie of the Year award.
",Alvin Patrimonio
"He stands at 6'3"" and primarily played at the power forward position in the professional league. He also played the center position in his collegiate and amateur days. His style of play was said to be comparable to Karl Malone, characterized by rugged physical play punctuated by finesse maneuvers. His known trademark was the spin move to the low post which he utilized to great effect due to his exceptional pivoting skills.
",Alvin Patrimonio
"In 1991, he signed a 5-year 25 million peso offer sheet from cellar-dwelling PBA ballclub Pepsi Hotshots which was matched by his mother ballclub Purefoods TJ Hotdogs. Patrimonio's new contract ushered the era of the multi-millionaire players. He justified this contract by winning the 1991, 1993 and 1994 Most Valuable Player awards of the PBA and leading the team to three conference championships. At the end of the contract, he managed to win his fourth Most Valuable Player award in the 1997 season, thus tying the all-time record.
",Alvin Patrimonio
"Over time, his dominance in the post meant that he was accorded an automatic double or triple-team whenever he had possession in the low block. This led to the gradual adjustment of his game as he advanced in his career, showing superior playmaking abilities from passing out of multiple defenders at the post.
",Alvin Patrimonio
"At the latter stage of his lengthy career, he also developed an accurate 3 point shot, and in 1998 he even led the league in 3 point FG percentage. With these added skills, he rounded out his playing days manning the small forward position.
",Alvin Patrimonio
"In 2004, 16 years after playing in the pro league, he announced his retirement to concentrate more on his duties as the current team manager of the Purefoods franchise in the PBA.  Arguably one of the best power forwards in the history of the PBA, he was as a prolific scorer ending his career as the league’s third highest point scorer with 15,091, behind all-time greats Ramon Fernandez and Abet Guidaben with 18,996 and 15,775 points respectively; and a great rebounder as well by ending up the fourth all-time in PBA history with more than 6,000 boards.
",Alvin Patrimonio
"On November 26, 2005, he played in the Legends 3-Point Shootout during the PBA All-Star in Laoag, Ilocos Norte. The game saw Patrimonio sink the very last money ball to prop the Legends, also composed of Ronnie Magsanoc and Frankie Lim, to a 41-39 win over the young Turks of Jimmy Alapag, Ren-Ren Ritualo, and Dondon Hontiveros.
",Alvin Patrimonio
"He has a reputation for being one of the most beloved players in Philippine basketball, and is arguably the second most popular player of all time, just behind ""Living Legend"" Robert Jaworski.
",Alvin Patrimonio
"In 2016, the NU Bulldogs men's basketball team tapped Patrimonio as part of the coaching staff.[2]",Alvin Patrimonio
"Patrimonio was inducted to the PBA Hall of Fame in 2011. Other honorees for the class of 2011 were Billy Ray Bates, Freddie Hubalde, Tommy Manotoc, Mariano Yenko, Tito Eduque and Bobong Velez. They were the fourth group of individuals that was honored by the league.[3][4]",Alvin Patrimonio
[5],Alvin Patrimonio
"Patrimonio currently lives in Cainta, Rizal, together with his wife, Cindy Conwi, a makeup artist and their four children Angelo, Christine (nicknamed ""Tin""), Clarice and Asher. Angelo is embarking on a career in local showbiz, but as of the moment he puts it on hold to be able to finish college at College of Saint Benilde taking up Culinary Arts.
",Alvin Patrimonio
"Christine, who both played with Clarice, for the NU Bulldogs Tennis Team in the UAAP is making her name in the local women's tennis circuit and is also looking into having a showbiz career & is one of the former housemate of Pinoy Big Brother: Unlimited. She is a commercial model and her Creamsilk TVC was shown in April 2011.
",Alvin Patrimonio
"Clarice on the other hand has 2 international championships tennis. She is currently ranked 130th in the world of Juniors Tennis and turned professional in 2012. She won the women's division title in the recently concluded 34th PCA Open Tennis Championship last September 2015, also she took part in the National Team for Tennis in the 2015 SEA Games for Women's Singles category but did not advance through the semifinals.[6]",Alvin Patrimonio
"During his playing years in the PBA, Patrimonio found time to do movies. He first appeared as guest in the Mars Ravelo classic Bondying which starred retired PBA player Jimmy Santos. Then he was launched together with Jerry Codiñera and Paul Alvarez in the film Last Two Minutes in 1990. The movie was a top-grosser at the box-office and spawned a sitcom of the same title aired over PTV-4. He was also paired with Maricel Soriano in the remake of the Robert Jaworski / Nora Aunor film Dobol Dribol in 1992 and did Tasya Fantasya opposite Kris Aquino in 1994. In 2009, Alvin once more tried the showbiz waters when he guest starred in the indie film ""Dalaw"" with actress Katrina Halili.
",Alvin Patrimonio
"He is also an endorser of many products such as Purefoods, Swatch, Lipovitan, Kaypee Shoes (during his first few years as a pro player), Nike, etc. He appeared in a political ad campaign for Senator Manny Villar. Alvin and his daughters are also endorsers for New San Jose Builders Inc.
",Alvin Patrimonio
"Kara Ben Nemsi (in Arabic: كارة بن نمسي Karl The [Son of] Austrian, meant was Karl the son of Germans) is a fictional character in the works of Karl May, best-selling 19th century German writer. An alter ego of the author, everything is written from the first person perspective. He travels throughout the Ottoman empire, alongside his friend and servant Hadschi Halef Omar.
",Kara Ben Nemsi
"His character, being identical to that of Old Shatterhand, owns two famous rifles, the Bärentöter (Bear Killer) and the Henrystutzen (Henry Carbine). He rides a  fabulous black horse Rih (it means “wind” in Arabic).
",Kara Ben Nemsi
"In the story An der Tigerbrücke (within Am Stillen Ocean, 1894) the first-person narrator mentions, that he is identical to Kara Ben Nemsi and Old Shatterhand.
",Kara Ben Nemsi
"Within the book series Karl May’s Gesammelte Werke there is a sequel of Am Jenseits: „In Mekka“ (1923) by Franz Kandolf.
",Kara Ben Nemsi
,Kara Ben Nemsi
"Lausanne Conference or Conference of Lausanne may refer to: 
",Lausanne Conference
"Woori Bank (Hangul: 우리은행 Uri Eunhaeng) is a bank headquartered in Seoul, South Korea and Woori Bank is a subsidiary of the parent company Woori Financial Group. The bank was founded back in 1899, originally called Daehan Cheon-il Bank, renamed Joseon Sangup Bank in 1911, then Commercial Bank of Korea in 1950s. Following the 1997 Asian financial crisis, it merged with the former Hanil Bank and Peace Bank to become Hanvit Bank. Woori Bank adopted its current name in 2002.
",Woori Bank
"Its Jongno branch is located in the Gwangtonggwan, the oldest continuously-operating bank building in Korea.[1] It was registered as  one of city's protected monuments on March 5, 2001.[2]",Woori Bank
"In 2004, Woori Bank opened its Gaeseong Industrial Complex branch, in Gaeseong, North Korea.
",Woori Bank
"In May 2009, Woori Bank became the first South Korean bank to issue UnionPay debit cards in China. In March 2010 it became the first foreign bank to issue Shanghai Tourism Cards in mainland China.
",Woori Bank
"Woori Bank has operations in Bangladesh, India and Indonesia. On 14 March 2012, its Indonesian subsidiary, Bank Woori Indonesia, announced a plan to merge with a local bank, Bank Saudara.[3]",Woori Bank
"In April 2012, Woori Bank opened its first branch in India at Chennai.[4]",Woori Bank
"Woori Bank is the first South Korean bank to support web browsers other than Internet Explorer for online banking[5][6] in Korea. Its foreign divisions, such as the one based in China, still require IE.
",Woori Bank
"
",1998 ICC KnockOut Trophy squads
"These were the nine squads (all Test nations) picked to take part in the 1998 ICC KnockOut Trophy, the first installment of the Champions Trophy cricket tournament.[1][2] The tournament was held in Bangladesh from 24 October to 2 November 1998.[3] Teams could name a preliminary squad of 30, but only 14-man squads were permitted for the actual tournament, one month before the start of the tournament.[4][5] In the knockout tournament, New Zealand and Zimbabwe were the only teams to play a pre-quarter final match. New Zealand won the match and qualified for the quarter-final where they faced Sri Lanka.[6]South Africa won the inaugural edition of the ICC KnockOut Trophy by defeating West Indies in the final by four wickets.[7]",1998 ICC KnockOut Trophy squads
"Mike Rindel, Herschelle Gibbs and Andrew Hudson were not selected initially in the South African squad. But later, Rindel was recalled in place of injured Gary Kirsten, and Daryll Cullinan was selected as Rindel's opening partner.[8][9]Arshad Khan, Shoaib Akhtar and Wasim Akram replaced Mushtaq Ahmed, Mohammad Zahid and Abdul Razzaq in the Pakistani squad. Waqar Younis who had not recovered from his elbow injury was left out, whereas Aaqib Javed was recalled into the 14-men squad.[10]Saeed Anwar and Inzamam-ul-Haq were dropped from the initial Pakistani squad due to their withdrawal following injuries, and were replaced by Saleem Elahi and Akhtar Sarfraz.[11] Many New Zealand key players—Dion Nash, Chris Cairns, Llorne Howell and Gavin Larsen—were unavailable for the tournament due to different kind of injuries. Fast bowler, Simon Doull was back into the squad replacing Chris Drum who was also injured.[12]",1998 ICC KnockOut Trophy squads
"
",Ceratostoma
"Ceratostoma, common name  the ""hornmouth"" snails, is a genus of medium to large predatory sea snails,  marine gastropod mollusks in the family Muricidae, the rock snails.
",Ceratostoma
"This genus should not be confused with the nudibranch genus Ceratosoma, meaning ""thorn body"". Ceratostoma means ""thorn mouth"" because of the thorn-like projection on the edge of the aperture, used as a tool in predation to prop open the shells of bivalves and barnacles.
",Ceratostoma
"Species within the genus Ceratostoma include:
",Ceratostoma
"Species brought into synonymy:
",Ceratostoma
,Ceratostoma
"John Hugh MacMillan Jr. (1895 – December 23, 1960) was an American businessman, president of Cargill from 1936 to 1960.
",John H. MacMillan
"He was born in Texas in 1895, the son of John H. MacMillan Sr. and Edna Clara Cargill, the daughter of William Wallace Cargill, the founder of Cargill. He attended Yale University. After graduating Yale he entered the United States Army artillery, rising to the rank of Major when he was 23. McMillian served in France during World War I. 
",John H. MacMillan
"After the war, he worked as a trader on the floor of the Minneapolis Chamber of Commerce for Cargill, the family grain business. His aggressive management style led Cargill employees to revolt in 1925. He took over for his father as president of Cargill in 1936 and grew the family-owned business significantly. He invested in the United States and expanded Cargill's operations into Europe and South America. During his tenure, sales topped $1 billion for the first time. He was succeeded by Erwin Kelm
",John H. MacMillan
"He married Marion Dickson (July 14, 1892 - November 22, 1980).[1] They had children:[2]",John H. MacMillan
"MacMillan died on December 23, 1960, and is buried at Lakewood Cemetery, Minneapolis.[3]",John H. MacMillan
,John H. MacMillan
"La figlia del diavolo or La fille du diable is a 1952 Italian historical drama film directed by Primo Zeglio and starring Massimo Serato, Paola Barbara, and Marina Vlady.[1][2]",La figlia del diavolo
"Garibaldi, after landing in Marsala, moves on to Naples. The liberals are overjoyed but the Bourbons are terrified. The so-called Baron Tucci, on a recommendation from England, arrives at the home of Count Sereni, a notable liberal. But he turns out not to be a patriot who has returned to Italy to take part in the fight but a degraded Bourbon official who has been promised rehabilitation if he can succeed as a spy. Tucci discovers old Sereni's second wife is one of his former lovers and persuades her to murder her husband so as to gain his inheritance. She does indeed cause the count to die, by withholding his heart medicine, but not before he destroys his will. The count's younger daughter hears the argument which breaks out between the lovers. The false baron tries to kill her but she escapes, racing off to the river. There she is saved by a patriot, who takes her to the devil's castle, where conspirators are meeting. On hearing the news, the spy contacts the police, who arrest the girl's fiancé, a young doctor, one of the leading patriots. Sentenced to death, he is about to be hanged but is saved at the last minute by Garibaldi's cavalry. After dealing with the spy, the young patriot joins his beloved fiancée.[3]",La figlia del diavolo
The film was an Italian production; Rise Stevens was involved with the production of the film at Milan's La Scala.[4][5],La figlia del diavolo
"Calvin Hartwell (December 17, 1849 – May 19, 1920) was a Republican politician who served as a member of the Pasadena Board of Trustees  from 1895–98, Mayor of Pasadena, California from 1896–98, Los Angeles County Assessor from 1906–1910, and Los Angeles County Coroner from 1908–1920. He was born near Sandusky, Ohio. Following his death on May 19, 1920, Hartwell left his estate, which was worth over $10,000 (equivalent to $274,393 in 2019), to his wife Mary L. Hartwell.[1]",Calvin Hartwell
,Calvin Hartwell
"
",The Irish News
"The Irish News is a compact daily newspaper based in Belfast, Northern Ireland. It is Northern Ireland's largest selling morning newspaper and is available throughout Ireland.[2] It is broadly Irish nationalist in its viewpoint, though it also features unionist columnists. 
",The Irish News
"The Irish News is the only independently owned daily newspaper based in Northern Ireland, and has been so since its launch on 15 August 1891 as an anti-Parnell newspaper by Patrick MacAlister.[3] It merged with the Belfast Morning News in August 1892, and the full title of the paper has since been The Irish News and Belfast Morning News.[4][5]",The Irish News
"The Irish News saw a dramatic growth in its circulation with the beginning of The Troubles in 1969;[2] this peaked around the time of the peak in violence in 1971, and declined thereafter.[citation needed]",The Irish News
In June 1982 the paper came under the control of the company's present owners.[2][6],The Irish News
"Chow Wing Kan (Ken) (born October 26, 1966), was a member of the Hong Kong Progressive Alliance and the Liberal Party, and is currently a political figure of the Hong Kong Pro-Beijing camp. He has been working in the district of Tin Shui Wai, Yuen Long District for many years. He has served as a member of the Yuen Long District Council since October 1994 and has been re-elected five times until his re-election failed in 2019.
",Zhou Yongqin
"Chow Wing Kan and Chow Liang Shuk-yee jointly formed the list to represent the Liberal Party in the 2008 Hong Kong Legislative Council election in the New Territories West Constituency, but both failed. In the 2016 Hong Kong Legislative Council election, he once again competed for the New West seat with a one-person list, but he expressed threat at the election forum to stop all election activities.
",Zhou Yongqin
"Chow Wing Kan was born in the Tuen Mun District of Hong Kong and is an original inhabitant of the New Territories. Chow lived in Leung Tin Village[2], Tuen Mun when he was small. When he was young, he and Junius Ho attended the Leung Tin Kindergarten opened by Ho's mother and maintained friendly exchanges.[3][4] When Chow was in elementary school, he was enrolled in the Chinese Christian Church's Watson Elementary School, and became a Christian under the influence of the school.[5] When Chow was in middle school, his family moved to Yuen Long to live.[2] After graduating from university, Chow served as the corrections officer in the Hong Kong Correctional Services Department.[2] He also stopped working in the church due to the need to work overnight shifts.[5]",Zhou Yongqin
"Chow earlier assisted Tang's parliamentary work in the Tang Sui-tong office of the Rural Committee.[6] The two joined the Hong Kong Progressive Alliance.[3] Finally, Chow became Tang's assistant.[6] In the early 1990s, the development of Tin Shui Wai New Town began to take shape. Tang commissioned Chow to represent the rural party in the election of the newly added Tin Shui constituency seats in the 1994 Hong Kong Local elections,[6] and Chow also started his political career.
",Zhou Yongqin
"In 1994, the Hong Kong District Council election. The Yuen Long District Council, in response to the increase in the population of Tin Shui Village in Tin Shui Wai, delineated the new Tin Shui Constituency.[6] In the new village, Pro-Beijing camp (Hong Kong), which have traditional power, are competing with foreign parties.[6] Chow Wing Kan finally won 2,093 votes with the support of Tang Siu-tong. The opponent Liberal Party Yeung Yan-fai received only 100 votes. Chow won 96% of the votes[2] and was elected as a member of the Yuen Long District Council at the age of 27.[6]",Zhou Yongqin
"He actively explored the Tin Shui Wai area for work after and afterwards. He believed that Hong Kong ’s good economy has enabled nuclear families to actively invest in the community after moving into new towns and the society is thriving.[7] After he took office in October 1994, a series of sex crimes occurred in Tin Shui Wai. A female victim notified him of the identified person involved and Chow lured him to the office for police to arrest on the spot.[6] Since then, Chow has repeatedly attacked crimes in Tin Shui Wai.
",Zhou Yongqin
"During the colonial period, the opposition villagers were very dissatisfied with the British Hong Kong government. In the 1995 Hong Kong Legislative election, Governor of Hong Kong Chris Patten adopted direct elections, so that the New Territories West Constituency, which has been dominated by the rural party, was also replaced by the Pro-democracy camp (Hong Kong).[6] After the election, the Registration and Electoral Office announced that about 6,000 out of a total of 110,000 voters in Tuen Mun and Yuen Long districts had failed to vote. Chow, who was Tang Siu-tong ’s deputy, personally submitted an election petition to the High Court.[6] Chow found 108 victims who made mistakes in registration in 1996, hoping to rush to re-election before returning, but the High Court ruled that voter registration is not an election procedure and cannot overturn the results of the election. Chow, who lost the case, still thinks the trial is unfair.[6]",Zhou Yongqin
"Despite the Handover of Hong Kong, a large number of Gurkha soldiers in the British Forces Overseas Hong Kong settled with their families in Hong Kong after retiring.[2] Chow Wing Kan understands that they have difficulty adapting to Hong Kong society, so he decides to serve as a consultant for many South Asian ethnic groups to help them integrate into Hong Kong society.[2] At the same time, new immigrants from Mainland China have also moved into Tin Shui Wai one after another, which is also not suitable for Culture of Hong Kong.[7] The new residents, together with the original Tin Shui Wai residents, have greatly increased the population and density of the district, which has caused many community problems such as insufficient school degrees.[7] In the early days of the reunification, Tin Shui Wai Jumper happened frequently, and Chow personally persuaded at least 13 people to give up suicide.[7]",Zhou Yongqin
"In 1999, Chow and his engineers revealed the Tin Chung Court short pile case, forcing the Hong Kong Housing Authority to pay HK $250 million for reinforcement works.[6][3] Chow has always been concerned about the quality of the reinforcement works during the reinforcement works.[8] At the same time, he also questioned whether the Housing Authority has properly monitored the construction works on other issues of Tin Chung Court.[8]",Zhou Yongqin
"Chow pointed out that increasing attention to promote community building requires the support of different channels.[7] He organized various activities in the Tin Shui Wai District, such as singing activities such as Cantonese opera and Cantopop music, organized volunteer networks, and youth groups such as Scouting and Taekwondo teams in order to make the community more harmonious.[2][7] Chow said that the Tin Hang Village and the subsequent mass destruction in 2004, the Hong Kong government began to adjust the development strategy of the new town in Tin Shui Wai.[7]",Zhou Yongqin
"As a Christian, Chow is very concerned about the crime of church organization. In 2004, he also provided information to the Hong Kong police Force on the incident of hydrogen peroxide drinking promoted by members of the Hong Kong Church of Zion, including church members, meeting places, audio tapes and victim cases.[9] Eventually, the missionary activities of the Church of Zion disappeared on the streets of Tin Shui Wai.[9] In the same year, he was invited by the CCC Fong Yun Wah Secondary School to serve as the school manager and returned to the church at the invitation of the pastor.[5]",Zhou Yongqin
"After the reunification, Chow was re-elected for many terms in Yuen Long District Council. He won again in the Tin Shui Constituency with a 84% vote in the 1999 Hong Kong local elections.[10] Although the constituencies in the 2003 Hong Kong local elections changed, the original Shui Wah constituency merged with the 1999 Tin Wah Village to form the Shui Wah constituency,[10] but Chow did not challenge his opponent in this election, and was automatically re-elected as a member of the Hong Kong Progressive Alliance.[10] After Tang Siu-tong retired, Chow, who worked well in the region, was favored by Lau wong-fat and invited by Lau to join the Liberal Party. In 2004, he became Lau ’s manager and became a representative of the rural and institutional factions in Yuen Long.[6][3]",Zhou Yongqin
"After joining the Liberal Party in 2004, Chow Wing Kan continued to work in the district of Tin Shui Wai, and was re-elected in the Shui Wah Constituency with a 81% vote in the 2007 Hong Kong local elections.[10] In the 2008 Hong Kong Legislative election, he was nominated by the Liberal Party for the New Territories West Constituency. He joined the list of Selina Chow who has been a member of the legislature since 1981, and she was behind her to help her re-elect.[11] However, because the Liberal Party did not support Hong Kong Basic Law Article 23[3] to offend the Hong Kong Liaison Office, he and other members of the rural party voted with other formed political parties,[11] and he also joined the Liberal Party member Lau Wong-fat on the election day for the Democratic Alliance for the Betterment and Progress of Hong Kong Entering the league to solicit votes,[6] Serena Chow failed to be re-elected, and Chow Wing Kan also failed to be elected.[10] The Liberal Party's defeat triggered Chow Liang Shuk-yee's resignation as vice chairman and a large-scale withdrawal from the party.[12] After joining the party, Lau joined the Business and Professionals Alliance and invited Chow Wing Kan to join, but Chow refused.[6]",Zhou Yongqin
"Although Chow Wing Kan still maintains a good relationship with Lau Wong-fat in private, Chow remains in the Liberal Party and is no longer a political ally of Lau.[3][6] In the 2011 Hong Kong local elections, Chow faced challenges from the Civic Party Lau Koon-Hang and the institutional independent Ko Chun-Kit in the Shui Wah constituency. In the end, Chow was re-elected with more than half of the votes.[10] However, in the 2012 Hong Kong Legislative election, the Liberal Party did not nominate Chow to be elected.[3] Instead, he fully supported James Tien’s return to the Legislative Council in the New Territories East constituency.[6]",Zhou Yongqin
